"","module"
"TSPAN6|ENSG00000000003.15","brown"
"ARHGEF5|ENSG00000050327.15","grey"
"NFE2L3|ENSG00000050344.9","turquoise"
"MCUR1|ENSG00000050393.12","blue"
"LIMA1|ENSG00000050405.14","turquoise"
"LETMD1|ENSG00000050426.16","magenta"
"SLC4A8|ENSG00000050438.17","red"
"LAMC3|ENSG00000050555.19","green"
"PTGER3|ENSG00000050628.21","yellow"
"TNIP3|ENSG00000050730.16","grey"
"MAPK9|ENSG00000050748.18","blue"
"COL23A1|ENSG00000050767.18","darkturquoise"
"BCAR1|ENSG00000050820.17","grey"
"FHIP1B|ENSG00000051009.11","black"
"HERPUD1|ENSG00000051108.15","grey"
"HOMER3|ENSG00000051128.19","turquoise"
"RAD51|ENSG00000051180.17","grey"
"POLQ|ENSG00000051341.15","yellow"
"PIK3CB|ENSG00000051382.9","yellow"
"CYBA|ENSG00000051523.12","greenyellow"
"THOC3|ENSG00000051596.10","yellow"
"HEBP2|ENSG00000051620.11","tan"
"MPHOSPH9|ENSG00000051825.15","grey"
"PLEKHA5|ENSG00000052126.16","pink"
"SIKE1|ENSG00000052723.12","salmon"
"RRP12|ENSG00000052749.14","cyan"
"FNIP2|ENSG00000052795.13","blue"
"MSMO1|ENSG00000052802.13","blue"
"TTC17|ENSG00000052841.15","grey"
"ALX4|ENSG00000052850.8","grey"
"FSTL4|ENSG00000053108.17","green"
"FOXN3|ENSG00000053254.16","darkgreen"
"METTL24|ENSG00000053328.9","blue"
"AKR7A2|ENSG00000053371.13","grey"
"MRTO4|ENSG00000053372.5","grey60"
"NNAT|ENSG00000053438.11","red"
"USE1|ENSG00000053501.14","grey"
"MCF2L2|ENSG00000053524.13","blue"
"NRIP2|ENSG00000053702.15","turquoise"
"LAMA3|ENSG00000053747.17","grey"
"AP5M1|ENSG00000053770.12","magenta"
"ANAPC4|ENSG00000053900.11","blue"
"KCNQ1|ENSG00000053918.18","greenyellow"
"TRAPPC3|ENSG00000054116.12","midnightblue"
"THRAP3|ENSG00000054118.15","magenta"
"PHPT1|ENSG00000054148.18","blue"
"ENTPD2|ENSG00000054179.12","grey"
"LY75|ENSG00000054219.11","greenyellow"
"ARID4B|ENSG00000054267.22","salmon"
"OPN3|ENSG00000054277.14","red"
"SDCCAG8|ENSG00000054282.16","salmon"
"PTPRN|ENSG00000054356.14","black"
"HHAT|ENSG00000054392.13","grey"
"KIF1B|ENSG00000054523.20","grey"
"FOXC1|ENSG00000054598.9","brown"
"TBC1D22A|ENSG00000054611.14","blue"
"SYNE2|ENSG00000054654.20","tan"
"PLEKHH1|ENSG00000054690.14","turquoise"
"ATP9A|ENSG00000054793.14","red"
"CBLN4|ENSG00000054803.4","red"
"FAM168A|ENSG00000054965.11","cyan"
"RELT|ENSG00000054967.13","tan"
"GALC|ENSG00000054983.17","turquoise"
"NOP58|ENSG00000055044.11","magenta"
"SZRD1|ENSG00000055070.17","turquoise"
"KCNH2|ENSG00000055118.17","darkturquoise"
"CUL1|ENSG00000055130.18","blue"
"FAM114A2|ENSG00000055147.19","blue"
"CYFIP2|ENSG00000055163.21","green"
"TAB2|ENSG00000055208.20","blue"
"GINM1|ENSG00000055211.14","brown"
"EIF2AK2|ENSG00000055332.19","grey"
"USP36|ENSG00000055483.20","lightyellow"
"KMT2C|ENSG00000055609.21","brown"
"MCOLN3|ENSG00000055732.13","grey"
"CCDC85A|ENSG00000055813.6","red"
"PUM2|ENSG00000055917.16","orange"
"MRPL43|ENSG00000055950.17","grey"
"ITIH4|ENSG00000055955.17","green"
"HPF1|ENSG00000056050.7","blue"
"ZFR|ENSG00000056097.16","blue"
"ZNF280C|ENSG00000056277.16","blue"
"NPFFR2|ENSG00000056291.19","grey"
"PHF21B|ENSG00000056487.16","brown"
"TRAF1|ENSG00000056558.11","turquoise"
"RC3H2|ENSG00000056586.16","blue"
"IL17RB|ENSG00000056736.10","darkgreen"
"TRAF3IP2|ENSG00000056972.21","darkred"
"GYG2|ENSG00000056998.20","blue"
"DCBLD2|ENSG00000057019.16","blue"
"SOAT1|ENSG00000057252.13","tan"
"PKP2|ENSG00000057294.17","yellow"
"MSH4|ENSG00000057468.7","grey"
"F7|ENSG00000057593.14","grey60"
"GDI2|ENSG00000057608.17","lightcyan"
"PRDM1|ENSG00000057657.17","grey"
"ATG5|ENSG00000057663.16","blue"
"TMCC3|ENSG00000057704.13","turquoise"
"PITHD1|ENSG00000057757.10","magenta"
"MTA3|ENSG00000057935.14","purple"
"USP13|ENSG00000058056.10","brown"
"ATP11B|ENSG00000058063.16","blue"
"LAMC2|ENSG00000058085.15","grey"
"CDK14|ENSG00000058091.17","yellow"
"SEC61A1|ENSG00000058262.11","blue"
"PPP1R12A|ENSG00000058272.19","red"
"RASGRF1|ENSG00000058335.16","purple"
"CAMK2B|ENSG00000058404.21","green"
"CROCC|ENSG00000058453.17","grey"
"POLR3E|ENSG00000058600.16","grey"
"ATP2B4|ENSG00000058668.15","orange"
"ZC3H11A|ENSG00000058673.17","grey"
"RIOK2|ENSG00000058729.11","blue"
"YIPF1|ENSG00000058799.15","midnightblue"
"NDC1|ENSG00000058804.12","lightcyan"
"DGKG|ENSG00000058866.15","blue"
"FLYWCH1|ENSG00000059122.17","black"
"UNKL|ENSG00000059145.19","grey"
"TBXAS1|ENSG00000059377.18","greenyellow"
"PARP12|ENSG00000059378.13","brown"
"ALDH18A1|ENSG00000059573.9","grey"
"TARBP1|ENSG00000059588.10","pink"
"GATB|ENSG00000059691.12","blue"
"MXD1|ENSG00000059728.11","grey"
"CDK17|ENSG00000059758.8","salmon"
"DNAJC25|ENSG00000059769.20","blue"
"SLC2A3|ENSG00000059804.16","magenta"
"PSD|ENSG00000059915.17","black"
"CTDP1|ENSG00000060069.18","grey"
"YBX3|ENSG00000060138.13","darkred"
"STYK1|ENSG00000060140.9","red"
"WNK1|ENSG00000060237.19","turquoise"
"CCAR1|ENSG00000060339.14","salmon"
"OGFR|ENSG00000060491.17","black"
"GNA15|ENSG00000060558.4","grey"
"CREB3L3|ENSG00000060566.14","grey"
"PIGV|ENSG00000060642.12","darkgreen"
"PTPRU|ENSG00000060656.20","cyan"
"SNRNP40|ENSG00000060688.13","salmon"
"RIMBP2|ENSG00000060709.16","purple"
"COL11A1|ENSG00000060718.22","grey"
"QSER1|ENSG00000060749.16","turquoise"
"MPC1|ENSG00000060762.19","brown"
"ACAA1|ENSG00000060971.19","blue"
"BCAT1|ENSG00000060982.15","magenta"
"HDAC7|ENSG00000061273.18","royalblue"
"LZTS1|ENSG00000061337.15","green"
"PRDM6|ENSG00000061455.11","grey"
"WNT8A|ENSG00000061492.12","yellow"
"SPAG4|ENSG00000061656.11","black"
"NCKAP1|ENSG00000061676.15","red"
"MRPS35|ENSG00000061794.13","midnightblue"
"GUCY1B1|ENSG00000061918.14","yellow"
"SFSWAP|ENSG00000061936.10","lightyellow"
"TNK2|ENSG00000061938.21","green"
"MON2|ENSG00000061987.16","turquoise"
"CDH3|ENSG00000062038.15","grey"
"ARSF|ENSG00000062096.15","grey"
"GPBP1|ENSG00000062194.16","blue"
"DGAT2|ENSG00000062282.15","red"
"ZNF112|ENSG00000062370.17","salmon"
"CS|ENSG00000062485.19","red"
"LTK|ENSG00000062524.16","black"
"MRPS24|ENSG00000062582.14","blue"
"ELMO2|ENSG00000062598.18","grey"
"WAPL|ENSG00000062650.20","salmon"
"VMP1|ENSG00000062716.13","salmon"
"APPBP2|ENSG00000062725.10","salmon"
"POLD1|ENSG00000062822.16","tan"
"SEZ6|ENSG00000063015.21","cyan"
"EIF4B|ENSG00000063046.18","midnightblue"
"SLC6A16|ENSG00000063127.16","pink"
"BICRA|ENSG00000063169.12","lightyellow"
"SPHK2|ENSG00000063176.16","black"
"RPL18|ENSG00000063177.13","lightcyan"
"CA11|ENSG00000063180.9","grey60"
"ISOC2|ENSG00000063241.8","grey"
"U2AF2|ENSG00000063244.14","grey"
"EPN1|ENSG00000063245.15","black"
"MED29|ENSG00000063322.15","grey"
"AHRR|ENSG00000063438.20","green"
"ZNF275|ENSG00000063587.15","blue"
"MTMR1|ENSG00000063601.17","blue"
"GPC1|ENSG00000063660.9","black"
"ADCK1|ENSG00000063761.16","grey"
"HAGH|ENSG00000063854.13","grey60"
"RNF4|ENSG00000063978.16","blue"
"CASP8|ENSG00000064012.24","greenyellow"
"LIMCH1|ENSG00000064042.18","brown"
"INTS13|ENSG00000064102.15","turquoise"
"TM7SF3|ENSG00000064115.11","grey"
"SPA17|ENSG00000064199.7","magenta"
"CCN5|ENSG00000064205.11","grey"
"DMRT3|ENSG00000064218.5","grey"
"ST3GAL6|ENSG00000064225.13","blue"
"ATP2C2|ENSG00000064270.13","grey"
"NGFR|ENSG00000064300.9","turquoise"
"CDON|ENSG00000064309.16","pink"
"TAF2|ENSG00000064313.13","blue"
"HIPK2|ENSG00000064393.16","turquoise"
"TNPO3|ENSG00000064419.14","blue"
"RFXANK|ENSG00000064490.14","tan"
"TMEM161A|ENSG00000064545.15","royalblue"
"LPAR2|ENSG00000064547.14","grey"
"CTSA|ENSG00000064601.21","cyan"
"SUGP2|ENSG00000064607.17","black"
"SLC12A2|ENSG00000064651.14","brown"
"SNX24|ENSG00000064652.11","blue"
"EYA2|ENSG00000064655.19","lightgreen"
"CNN2|ENSG00000064666.15","tan"
"ABCA7|ENSG00000064687.13","cyan"
"SNCAIP|ENSG00000064692.20","blue"
"DDX20|ENSG00000064703.13","magenta"
"BTBD1|ENSG00000064726.10","midnightblue"
"FAR2|ENSG00000064763.12","red"
"BCAS1|ENSG00000064787.14","turquoise"
"CHI3L2|ENSG00000064886.14","tan"
"SBNO2|ENSG00000064932.16","darkred"
"PMS1|ENSG00000064933.19","grey"
"HMG20B|ENSG00000064961.19","turquoise"
"CALCRL|ENSG00000064989.13","darkgreen"
"TAF11|ENSG00000064995.19","blue"
"ANKS1A|ENSG00000064999.16","green"
"AP3D1|ENSG00000065000.20","cyan"
"ZNF76|ENSG00000065029.15","green"
"SLC9A3R2|ENSG00000065054.14","grey"
"NTHL1|ENSG00000065057.9","grey60"
"UHRF1BP1|ENSG00000065060.18","blue"
"GNAI3|ENSG00000065135.12","tan"
"IPO5|ENSG00000065150.21","red"
"OAT|ENSG00000065154.12","midnightblue"
"WDR3|ENSG00000065183.16","magenta"
"PKN2|ENSG00000065243.20","turquoise"
"WDR18|ENSG00000065268.11","black"
"TRAM2|ENSG00000065308.5","green"
"NTN1|ENSG00000065320.9","grey"
"GLP2R|ENSG00000065325.13","purple"
"DGKA|ENSG00000065357.20","purple"
"ERBB3|ENSG00000065361.17","turquoise"
"ANKRD44|ENSG00000065413.20","turquoise"
"KARS1|ENSG00000065427.15","midnightblue"
"ADAT1|ENSG00000065457.11","grey"
"PDIA5|ENSG00000065485.20","green"
"TBC1D22B|ENSG00000065491.8","green"
"NDUFB4|ENSG00000065518.8","blue"
"SPEN|ENSG00000065526.12","lightyellow"
"MYLK|ENSG00000065534.20","brown"
"ZC3H15|ENSG00000065548.18","magenta"
"MAP2K4|ENSG00000065559.15","red"
"PACC1|ENSG00000065600.13","turquoise"
"SNAP91|ENSG00000065609.15","yellow"
"SLK|ENSG00000065613.15","salmon"
"CYB5R4|ENSG00000065615.14","blue"
"COL17A1|ENSG00000065618.21","grey"
"GSTO2|ENSG00000065621.15","grey"
"SEC61A2|ENSG00000065665.21","red"
"PRKCQ|ENSG00000065675.16","turquoise"
"TLE2|ENSG00000065717.15","royalblue"
"ASB1|ENSG00000065802.12","grey"
"FAM107B|ENSG00000065809.14","turquoise"
"ME1|ENSG00000065833.9","blue"
"TBC1D1|ENSG00000065882.18","blue"
"CDK13|ENSG00000065883.18","blue"
"MTHFD2|ENSG00000065911.13","darkred"
"SLC9A7|ENSG00000065923.10","yellow"
"FOXJ2|ENSG00000065970.9","orange"
"YBX1|ENSG00000065978.19","tan"
"PDE4A|ENSG00000065989.16","cyan"
"PPP2R5A|ENSG00000066027.12","darkgreen"
"CTNNA2|ENSG00000066032.19","red"
"ELAVL1|ENSG00000066044.15","orange"
"TIE1|ENSG00000066056.14","tan"
"DIP2B|ENSG00000066084.13","turquoise"
"SMARCD1|ENSG00000066117.15","lightyellow"
"KDM4A|ENSG00000066135.13","orange"
"NFYC|ENSG00000066136.21","purple"
"ZMYND12|ENSG00000066185.13","grey"
"SLC9A3|ENSG00000066230.12","grey"
"NGEF|ENSG00000066248.15","purple"
"ASPM|ENSG00000066279.19","grey"
"CD84|ENSG00000066294.15","greenyellow"
"ELOVL1|ENSG00000066322.15","turquoise"
"SPI1|ENSG00000066336.12","greenyellow"
"POLR1H|ENSG00000066379.15","blue"
"MPPED2|ENSG00000066382.17","pink"
"ZBTB11|ENSG00000066422.6","blue"
"ATXN3|ENSG00000066427.25","grey"
"GOLGA5|ENSG00000066455.13","salmon"
"FGFR2|ENSG00000066468.24","turquoise"
"LRRC40|ENSG00000066557.6","magenta"
"ISOC1|ENSG00000066583.12","brown"
"EML1|ENSG00000066629.19","grey"
"TRMT11|ENSG00000066651.20","blue"
"THUMPD1|ENSG00000066654.14","salmon"
"MSANTD3|ENSG00000066697.15","blue"
"KIF26A|ENSG00000066735.16","black"
"ATG2B|ENSG00000066739.12","red"
"ARFGEF1|ENSG00000066777.9","blue"
"ZFAT|ENSG00000066827.16","green"
"MTFR1|ENSG00000066855.16","turquoise"
"STAG3|ENSG00000066923.18","turquoise"
"FECH|ENSG00000066926.13","salmon"
"MYO9A|ENSG00000066933.16","red"
"DDX3Y|ENSG00000067048.17","blue"
"PFKP|ENSG00000067057.19","grey60"
"IDI1|ENSG00000067064.13","lightcyan"
"SP100|ENSG00000067066.17","greenyellow"
"KLF6|ENSG00000067082.15","grey"
"PLPP1|ENSG00000067113.17","brown"
"NEO1|ENSG00000067141.17","turquoise"
"TRAM1|ENSG00000067167.8","brown"
"PHKA1|ENSG00000067177.15","brown"
"TNFRSF1A|ENSG00000067182.9","darkred"
"CACNB1|ENSG00000067191.16","black"
"EVI5|ENSG00000067208.16","salmon"
"STOML1|ENSG00000067221.14","grey60"
"PKM|ENSG00000067225.21","grey60"
"DHX29|ENSG00000067248.11","blue"
"DNTTIP2|ENSG00000067334.14","midnightblue"
"METTL22|ENSG00000067365.15","lightyellow"
"TP53BP1|ENSG00000067369.14","red"
"TRO|ENSG00000067445.22","yellow"
"RRP15|ENSG00000067533.6","magenta"
"RHOA|ENSG00000067560.14","brown"
"DHX8|ENSG00000067596.12","grey"
"PMS2P4|ENSG00000067601.10","green"
"PRKCZ|ENSG00000067606.17","black"
"ZFY|ENSG00000067646.12","blue"
"IARS2|ENSG00000067704.10","lightcyan"
"SYT1|ENSG00000067715.14","red"
"NAV3|ENSG00000067798.16","grey"
"IDH3G|ENSG00000067829.20","green"
"ROGDI|ENSG00000067836.13","grey"
"PDZD4|ENSG00000067840.13","green"
"ATP2B3|ENSG00000067842.18","green"
"ROCK1|ENSG00000067900.8","turquoise"
"CBFB|ENSG00000067955.15","turquoise"
"PDK3|ENSG00000067992.17","yellow"
"HYAL2|ENSG00000068001.14","darkred"
"HDAC4|ENSG00000068024.18","cyan"
"RASSF1|ENSG00000068028.18","brown"
"FGFR3|ENSG00000068078.20","brown"
"IFI35|ENSG00000068079.8","tan"
"HEATR6|ENSG00000068097.16","turquoise"
"COASY|ENSG00000068120.15","royalblue"
"PLEKHH3|ENSG00000068137.15","royalblue"
"MEF2A|ENSG00000068305.18","red"
"OTUD5|ENSG00000068308.15","blue"
"TFE3|ENSG00000068323.17","blue"
"TBC1D25|ENSG00000068354.16","green"
"ACSL4|ENSG00000068366.21","blue"
"INPP5A|ENSG00000068383.19","black"
"GPKOW|ENSG00000068394.11","blue"
"GRIPAP1|ENSG00000068400.13","blue"
"FTSJ1|ENSG00000068438.15","blue"
"PRR11|ENSG00000068489.13","turquoise"
"REEP1|ENSG00000068615.20","red"
"ATP11A|ENSG00000068650.19","turquoise"
"POLR1A|ENSG00000068654.17","cyan"
"LAPTM4A|ENSG00000068697.7","darkgreen"
"TTC7A|ENSG00000068724.18","turquoise"
"IP6K2|ENSG00000068745.15","blue"
"SRBD1|ENSG00000068784.13","turquoise"
"KIF2A|ENSG00000068796.19","brown"
"RASGRP2|ENSG00000068831.19","black"
"PSME4|ENSG00000068878.15","turquoise"
"IFT80|ENSG00000068885.15","brown"
"SIRT2|ENSG00000068903.21","turquoise"
"ERLEC1|ENSG00000068912.15","magenta"
"PPP2R5B|ENSG00000068971.14","black"
"PYGM|ENSG00000068976.14","grey"
"TRPC7|ENSG00000069018.19","grey"
"MAST4|ENSG00000069020.19","green"
"ADGRF5|ENSG00000069122.19","blue"
"SDK2|ENSG00000069188.17","cyan"
"NUP133|ENSG00000069248.12","salmon"
"NUCKS1|ENSG00000069275.13","salmon"
"VPS35|ENSG00000069329.18","magenta"
"DNAJA2|ENSG00000069345.12","magenta"
"BCL3|ENSG00000069399.15","grey"
"KCNAB2|ENSG00000069424.16","black"
"ABCC9|ENSG00000069431.14","darkgreen"
"GAL|ENSG00000069482.7","grey"
"CLEC2D|ENSG00000069493.15","turquoise"
"FUNDC1|ENSG00000069509.6","blue"
"MAOB|ENSG00000069535.14","blue"
"RORA|ENSG00000069667.16","grey"
"DRD4|ENSG00000069696.7","grey"
"TGFBR3|ENSG00000069702.11","darkgreen"
"ATP1B3|ENSG00000069849.11","blue"
"NEDD4|ENSG00000069869.17","tan"
"PIGB|ENSG00000069943.10","grey"
"MAPK6|ENSG00000069956.14","magenta"
"GNB5|ENSG00000069966.19","red"
"RAB27A|ENSG00000069974.17","tan"
"HDHD5|ENSG00000069998.12","blue"
"UFD1|ENSG00000070010.19","brown"
"LRP6|ENSG00000070018.9","turquoise"
"GUCY2C|ENSG00000070019.5","grey"
"PHRF1|ENSG00000070047.13","grey"
"ELP1|ENSG00000070061.16","blue"
"NUCB2|ENSG00000070081.18","grey"
"PFN2|ENSG00000070087.15","blue"
"PTPN3|ENSG00000070159.14","yellow"
"SPTB|ENSG00000070182.21","purple"
"DAPP1|ENSG00000070190.13","greenyellow"
"FGF10|ENSG00000070193.5","yellow"
"SLC44A1|ENSG00000070214.17","turquoise"
"TMEM260|ENSG00000070269.14","grey"
"SMG6|ENSG00000070366.14","lightyellow"
"EXOC5|ENSG00000070367.16","salmon"
"CLTCL1|ENSG00000070371.16","brown"
"FGF22|ENSG00000070388.12","grey"
"FSTL3|ENSG00000070404.10","grey"
"DGCR2|ENSG00000070413.20","green"
"RNF126|ENSG00000070423.18","black"
"MNT|ENSG00000070444.15","cyan"
"ZXDC|ENSG00000070476.15","brown"
"JMJD6|ENSG00000070495.15","grey"
"POLB|ENSG00000070501.12","blue"
"ST6GALNAC1|ENSG00000070526.15","grey"
"WIPI1|ENSG00000070540.13","turquoise"
"FRMPD1|ENSG00000070601.10","green"
"GBA2|ENSG00000070610.14","blue"
"NDST1|ENSG00000070614.15","brown"
"ASNS|ENSG00000070669.17","blue"
"AP3M2|ENSG00000070718.12","yellow"
"CNGB1|ENSG00000070729.14","purple"
"ST6GALNAC2|ENSG00000070731.11","grey"
"PABPC1|ENSG00000070756.17","blue"
"TESK2|ENSG00000070759.17","turquoise"
"CFAP20|ENSG00000070761.8","midnightblue"
"CSNK2A2|ENSG00000070770.10","orange"
"PTPN21|ENSG00000070778.13","turquoise"
"EIF2B3|ENSG00000070785.17","midnightblue"
"CAMK2A|ENSG00000070808.17","green"
"TCOF1|ENSG00000070814.22","green"
"CDC42|ENSG00000070831.18","salmon"
"OSBPL3|ENSG00000070882.13","yellow"
"EPHA8|ENSG00000070886.12","purple"
"SLC12A3|ENSG00000070915.10","grey"
"RAD18|ENSG00000070950.10","blue"
"ATP2B1|ENSG00000070961.16","red"
"NCK2|ENSG00000071051.14","black"
"MAP4K4|ENSG00000071054.17","turquoise"
"MGAT4A|ENSG00000071073.13","magenta"
"RPL31|ENSG00000071082.11","lightcyan"
"WDR1|ENSG00000071127.18","blue"
"SNX13|ENSG00000071189.21","blue"
"ARHGAP10|ENSG00000071205.12","blue"
"RPS6KA2|ENSG00000071242.12","blue"
"ING3|ENSG00000071243.16","blue"
"VASH1|ENSG00000071246.11","turquoise"
"LMCD1|ENSG00000071282.12","brown"
"BUD23|ENSG00000071462.12","blue"
"SEL1L|ENSG00000071537.14","salmon"
"TRIP13|ENSG00000071539.14","yellow"
"ATP6AP1|ENSG00000071553.18","blue"
"TCF3|ENSG00000071564.18","grey"
"TRIB2|ENSG00000071575.12","black"
"DAZAP1|ENSG00000071626.17","turquoise"
"MBD3|ENSG00000071655.18","black"
"HLTF|ENSG00000071794.16","blue"
"FAM50A|ENSG00000071859.15","brown"
"FAM3A|ENSG00000071889.17","blue"
"CPSF1|ENSG00000071894.17","green"
"MYO3B|ENSG00000071909.19","grey"
"CYBRD1|ENSG00000071967.12","darkgreen"
"CDH19|ENSG00000071991.9","turquoise"
"PDCD2|ENSG00000071994.11","blue"
"SLC6A15|ENSG00000072041.18","magenta"
"RDH11|ENSG00000072042.13","salmon"
"PRKACA|ENSG00000072062.16","cyan"
"ADGRL1|ENSG00000072071.17","cyan"
"ACTN1|ENSG00000072110.16","purple"
"ZFYVE26|ENSG00000072121.17","lightyellow"
"RPS6KA6|ENSG00000072133.12","yellow"
"EPN2|ENSG00000072134.16","turquoise"
"PTPN18|ENSG00000072135.13","grey"
"LIMS2|ENSG00000072163.20","grey"
"ASIC4|ENSG00000072182.14","grey"
"SPEG|ENSG00000072195.15","black"
"LNX1|ENSG00000072201.14","yellow"
"ALDH3A2|ENSG00000072210.19","tan"
"TFRC|ENSG00000072274.14","blue"
"SREBF1|ENSG00000072310.18","turquoise"
"TRPC5|ENSG00000072315.4","yellow"
"AFF4|ENSG00000072364.13","blue"
"UBE2D1|ENSG00000072401.15","salmon"
"PALS1|ENSG00000072415.10","turquoise"
"RHOBTB1|ENSG00000072422.17","turquoise"
"SMC1A|ENSG00000072501.19","brown"
"HSD17B10|ENSG00000072506.14","brown"
"MARK2|ENSG00000072518.22","cyan"
"HMMR|ENSG00000072571.20","grey"
"CHFR|ENSG00000072609.18","lightyellow"
"TRHDE|ENSG00000072657.10","red"
"P4HA2|ENSG00000072682.20","blue"
"FCGR2B|ENSG00000072694.22","greenyellow"
"NFATC3|ENSG00000072736.19","tan"
"TRNT1|ENSG00000072756.18","blue"
"ACADVL|ENSG00000072778.20","royalblue"
"STK10|ENSG00000072786.13","brown"
"FBXW11|ENSG00000072803.18","blue"
"ACAP1|ENSG00000072818.12","grey"
"CRMP1|ENSG00000072832.15","yellow"
"EVC|ENSG00000072840.13","brown"
"DERL2|ENSG00000072849.11","tan"
"SIDT1|ENSG00000072858.11","green"
"NDE1|ENSG00000072864.16","turquoise"
"IRAG1|ENSG00000072952.20","darkgreen"
"TMEM38A|ENSG00000072954.7","black"
"AP1M1|ENSG00000072958.9","cyan"
"PVR|ENSG00000073008.15","purple"
"XRCC1|ENSG00000073050.12","grey"
"SCARB1|ENSG00000073060.17","grey"
"MCM2|ENSG00000073111.14","brown"
"MOV10L1|ENSG00000073146.16","green"
"PANX2|ENSG00000073150.14","darkturquoise"
"SELENOO|ENSG00000073169.15","green"
"TP63|ENSG00000073282.14","grey"
"ALPK1|ENSG00000073331.18","greenyellow"
"LLGL2|ENSG00000073350.14","turquoise"
"PDE8A|ENSG00000073417.15","turquoise"
"CLCN4|ENSG00000073464.13","blue"
"NLE1|ENSG00000073536.18","black"
"SDHA|ENSG00000073578.18","blue"
"SMARCE1|ENSG00000073584.20","salmon"
"GSDMB|ENSG00000073605.19","cyan"
"KDM5A|ENSG00000073614.13","turquoise"
"ADAM11|ENSG00000073670.14","black"
"PPP2R3A|ENSG00000073711.11","turquoise"
"FERMT2|ENSG00000073712.15","darkgreen"
"ABCB11|ENSG00000073734.10","grey"
"DHRS9|ENSG00000073737.17","greenyellow"
"PTGS2|ENSG00000073756.13","grey"
"IGF2BP2|ENSG00000073792.16","tan"
"MAP3K13|ENSG00000073803.14","blue"
"ST6GAL1|ENSG00000073849.16","blue"
"VDAC1P1|ENSG00000073905.8","grey"
"FRY|ENSG00000073910.23","purple"
"PICALM|ENSG00000073921.18","turquoise"
"NSF|ENSG00000073969.18","red"
"GLI2|ENSG00000074047.22","grey"
"CLASP1|ENSG00000074054.21","red"
"MRPS34|ENSG00000074071.15","midnightblue"
"NOTCH3|ENSG00000074181.9","grey"
"CLNS1A|ENSG00000074201.9","salmon"
"PPP2R2C|ENSG00000074211.14","green"
"TEAD2|ENSG00000074219.14","tan"
"EED|ENSG00000074266.22","grey"
"CDHR2|ENSG00000074276.11","purple"
"SNCB|ENSG00000074317.11","yellow"
"TSG101|ENSG00000074319.13","lightcyan"
"NCBP3|ENSG00000074356.17","turquoise"
"ATP2A3|ENSG00000074370.18","grey"
"CA12|ENSG00000074410.14","grey"
"MGLL|ENSG00000074416.16","green"
"NTN4|ENSG00000074527.13","red"
"BCS1L|ENSG00000074582.15","grey"
"NUAK1|ENSG00000074590.14","red"
"DPP8|ENSG00000074603.19","magenta"
"SLC24A1|ENSG00000074621.14","turquoise"
"ZNF532|ENSG00000074657.14","turquoise"
"SCARF1|ENSG00000074660.17","grey"
"LMAN1|ENSG00000074695.6","turquoise"
"HACD3|ENSG00000074696.13","grey"
"IPCEF1|ENSG00000074706.14","yellow"
"ZZEF1|ENSG00000074755.15","lightyellow"
"ENO1|ENSG00000074800.16","darkgrey"
"SLC12A1|ENSG00000074803.21","grey"
"MYDGF|ENSG00000074842.8","lightcyan"
"ANO8|ENSG00000074855.11","royalblue"
"TUBE1|ENSG00000074935.14","blue"
"ARHGEF10L|ENSG00000074964.17","royalblue"
"TXK|ENSG00000074966.11","yellow"
"WSCD2|ENSG00000075035.10","purple"
"KCNQ2|ENSG00000075043.20","black"
"TACR2|ENSG00000075073.16","grey"
"ACTR6|ENSG00000075089.10","midnightblue"
"TIPIN|ENSG00000075131.10","salmon"
"SRI|ENSG00000075142.14","brown"
"EIF4G3|ENSG00000075151.24","red"
"NUP37|ENSG00000075188.9","turquoise"
"SEMA3A|ENSG00000075213.11","blue"
"GTSE1|ENSG00000075218.19","grey"
"SEMA3C|ENSG00000075223.14","brown"
"TTC38|ENSG00000075234.17","turquoise"
"ACAT1|ENSG00000075239.14","lightcyan"
"GRAMD4|ENSG00000075240.17","green"
"CELSR1|ENSG00000075275.18","grey"
"ZNF638|ENSG00000075292.19","turquoise"
"SLC25A40|ENSG00000075303.13","blue"
"TIMM21|ENSG00000075336.12","grey"
"ADD2|ENSG00000075340.23","red"
"RASAL2|ENSG00000075391.18","red"
"VPS9D1|ENSG00000075399.14","black"
"ZNF37A|ENSG00000075407.19","grey"
"MARK3|ENSG00000075413.19","grey"
"SLC25A3|ENSG00000075415.15","midnightblue"
"FNDC3B|ENSG00000075420.13","blue"
"FOSL2|ENSG00000075426.12","purple"
"CACNG5|ENSG00000075429.9","grey"
"CACNG4|ENSG00000075461.6","grey"
"FRYL|ENSG00000075539.15","brown"
"TMEM131|ENSG00000075568.17","orange"
"FSCN1|ENSG00000075618.18","blue"
"ACTB|ENSG00000075624.17","blue"
"MOCOS|ENSG00000075643.6","grey"
"PLD1|ENSG00000075651.17","turquoise"
"ATP12A|ENSG00000075673.12","grey"
"WDR62|ENSG00000075702.19","grey"
"DLG1|ENSG00000075711.21","brown"
"RAB7A|ENSG00000075785.14","blue"
"BCAP29|ENSG00000075790.12","blue"
"SEC31B|ENSG00000075826.17","cyan"
"SART3|ENSG00000075856.12","magenta"
"ARHGAP15|ENSG00000075884.14","greenyellow"
"TUBA3D|ENSG00000075886.11","grey"
"EXOSC7|ENSG00000075914.13","blue"
"KIFAP3|ENSG00000075945.13","magenta"
"MKRN2|ENSG00000075975.17","blue"
