"","module"
"TSPAN6|ENSG00000000003.15","salmon"
"KITLG|ENSG00000049130.16","darkorange"
"ERCC8|ENSG00000049167.16","grey"
"ADAMTS6|ENSG00000049192.15","salmon"
"H6PD|ENSG00000049239.13","royalblue"
"VAMP3|ENSG00000049245.13","yellow"
"PER3|ENSG00000049246.15","blue"
"UTS2|ENSG00000049247.14","grey"
"EPN3|ENSG00000049283.19","salmon"
"LTBP1|ENSG00000049323.16","pink"
"RCN1|ENSG00000049449.10","saddlebrown"
"ELN|ENSG00000049540.19","white"
"RFC2|ENSG00000049541.11","red"
"ARID1B|ENSG00000049618.24","green"
"CLPTM1L|ENSG00000049656.14","lightcyan"
"NEDD4L|ENSG00000049759.20","green"
"FOXP3|ENSG00000049768.17","grey"
"PPP1R3F|ENSG00000049769.14","turquoise"
"HEXB|ENSG00000049860.14","orange"
"PTCD2|ENSG00000049883.15","lightcyan"
"NEXMIF|ENSG00000050030.16","darkgrey"
"JKAMP|ENSG00000050130.18","orange"
"DKK3|ENSG00000050165.19","grey60"
"ARHGEF5|ENSG00000050327.15","salmon"
"NFE2L3|ENSG00000050344.9","grey"
"MCUR1|ENSG00000050393.12","brown"
"LIMA1|ENSG00000050405.14","yellow"
"LETMD1|ENSG00000050426.16","lightcyan"
"SLC4A8|ENSG00000050438.17","turquoise"
"LAMC3|ENSG00000050555.19","grey"
"PTGER3|ENSG00000050628.21","brown"
"TNIP3|ENSG00000050730.16","brown"
"MAPK9|ENSG00000050748.18","red"
"COL23A1|ENSG00000050767.18","brown"
"BCAR1|ENSG00000050820.17","magenta"
"FHIP1B|ENSG00000051009.11","magenta"
"HERPUD1|ENSG00000051108.15","lightgreen"
"HOMER3|ENSG00000051128.19","tan"
"RAD51|ENSG00000051180.17","grey"
"POLQ|ENSG00000051341.15","brown"
"PIK3CB|ENSG00000051382.9","red"
"CYBA|ENSG00000051523.12","cyan"
"THOC3|ENSG00000051596.10","tan"
"HEBP2|ENSG00000051620.11","pink"
"MPHOSPH9|ENSG00000051825.15","midnightblue"
"PLEKHA5|ENSG00000052126.16","darkgrey"
"SIKE1|ENSG00000052723.12","greenyellow"
"RRP12|ENSG00000052749.14","turquoise"
"FNIP2|ENSG00000052795.13","green"
"MSMO1|ENSG00000052802.13","darkgreen"
"TTC17|ENSG00000052841.15","yellow"
"ALX4|ENSG00000052850.8","purple"
"FSTL4|ENSG00000053108.17","brown"
"FOXN3|ENSG00000053254.16","yellow"
"METTL24|ENSG00000053328.9","salmon"
"AKR7A2|ENSG00000053371.13","lightcyan"
"MRTO4|ENSG00000053372.5","turquoise"
"NNAT|ENSG00000053438.11","green"
"USE1|ENSG00000053501.14","turquoise"
"MCF2L2|ENSG00000053524.13","black"
"NRIP2|ENSG00000053702.15","skyblue"
"LAMA3|ENSG00000053747.17","white"
"AP5M1|ENSG00000053770.12","orange"
"ANAPC4|ENSG00000053900.11","midnightblue"
"KCNQ1|ENSG00000053918.18","cyan"
"TRAPPC3|ENSG00000054116.12","lightcyan"
"THRAP3|ENSG00000054118.15","grey"
"PHPT1|ENSG00000054148.18","lightcyan"
"ENTPD2|ENSG00000054179.12","lightyellow"
"LY75|ENSG00000054219.11","cyan"
"ARID4B|ENSG00000054267.22","greenyellow"
"OPN3|ENSG00000054277.14","brown"
"SDCCAG8|ENSG00000054282.16","midnightblue"
"PTPRN|ENSG00000054356.14","turquoise"
"HHAT|ENSG00000054392.13","salmon"
"KIF1B|ENSG00000054523.20","red"
"FOXC1|ENSG00000054598.9","white"
"TBC1D22A|ENSG00000054611.14","magenta"
"SYNE2|ENSG00000054654.20","salmon"
"PLEKHH1|ENSG00000054690.14","blue"
"ATP9A|ENSG00000054793.14","turquoise"
"CBLN4|ENSG00000054803.4","brown"
"FAM168A|ENSG00000054965.11","turquoise"
"RELT|ENSG00000054967.13","blue"
"GALC|ENSG00000054983.17","yellow"
"NOP58|ENSG00000055044.11","darkgreen"
"SZRD1|ENSG00000055070.17","pink"
"KCNH2|ENSG00000055118.17","turquoise"
"CUL1|ENSG00000055130.18","grey60"
"FAM114A2|ENSG00000055147.19","pink"
"CYFIP2|ENSG00000055163.21","green"
"TAB2|ENSG00000055208.20","lightyellow"
"GINM1|ENSG00000055211.14","yellow"
"EIF2AK2|ENSG00000055332.19","red"
"USP36|ENSG00000055483.20","royalblue"
"KMT2C|ENSG00000055609.21","blue"
"MCOLN3|ENSG00000055732.13","tan"
"CCDC85A|ENSG00000055813.6","darkgrey"
"PUM2|ENSG00000055917.16","green"
"MRPL43|ENSG00000055950.17","lightcyan"
"ITIH4|ENSG00000055955.17","black"
"HPF1|ENSG00000056050.7","darkgreen"
"ZFR|ENSG00000056097.16","grey60"
"ZNF280C|ENSG00000056277.16","midnightblue"
"NPFFR2|ENSG00000056291.19","brown"
"PHF21B|ENSG00000056487.16","grey"
"TRAF1|ENSG00000056558.11","blue"
"RC3H2|ENSG00000056586.16","grey60"
"IL17RB|ENSG00000056736.10","lightyellow"
"TRAF3IP2|ENSG00000056972.21","lightgreen"
"GYG2|ENSG00000056998.20","saddlebrown"
"DCBLD2|ENSG00000057019.16","yellow"
"SOAT1|ENSG00000057252.13","pink"
"PKP2|ENSG00000057294.17","green"
"MSH4|ENSG00000057468.7","grey"
"F7|ENSG00000057593.14","brown"
"GDI2|ENSG00000057608.17","steelblue"
"PRDM1|ENSG00000057657.17","lightgreen"
"ATG5|ENSG00000057663.16","red"
"TMCC3|ENSG00000057704.13","blue"
"PITHD1|ENSG00000057757.10","red"
"MTA3|ENSG00000057935.14","green"
"USP13|ENSG00000058056.10","midnightblue"
"ATP11B|ENSG00000058063.16","greenyellow"
"LAMC2|ENSG00000058085.15","grey"
"CDK14|ENSG00000058091.17","grey60"
"SEC61A1|ENSG00000058262.11","saddlebrown"
"PPP1R12A|ENSG00000058272.19","red"
"RASGRF1|ENSG00000058335.16","turquoise"
"CAMK2B|ENSG00000058404.21","green"
"CROCC|ENSG00000058453.17","darkturquoise"
"POLR3E|ENSG00000058600.16","grey"
"ATP2B4|ENSG00000058668.15","darkorange"
"ZC3H11A|ENSG00000058673.17","yellow"
"RIOK2|ENSG00000058729.11","darkgreen"
"YIPF1|ENSG00000058799.15","lightcyan"
"NDC1|ENSG00000058804.12","darkgreen"
"DGKG|ENSG00000058866.15","green"
"FLYWCH1|ENSG00000059122.17","magenta"
"UNKL|ENSG00000059145.19","magenta"
"TBXAS1|ENSG00000059377.18","cyan"
"PARP12|ENSG00000059378.13","pink"
"ALDH18A1|ENSG00000059573.9","darkturquoise"
"TARBP1|ENSG00000059588.10","black"
"GATB|ENSG00000059691.12","red"
"MXD1|ENSG00000059728.11","grey"
"CDK17|ENSG00000059758.8","grey60"
"DNAJC25|ENSG00000059769.20","orange"
"SLC2A3|ENSG00000059804.16","red"
"PSD|ENSG00000059915.17","turquoise"
"CTDP1|ENSG00000060069.18","magenta"
"YBX3|ENSG00000060138.13","lightgreen"
"STYK1|ENSG00000060140.9","brown"
"WNK1|ENSG00000060237.19","blue"
"CCAR1|ENSG00000060339.14","greenyellow"
"OGFR|ENSG00000060491.17","magenta"
"GNA15|ENSG00000060558.4","grey"
"PIGV|ENSG00000060642.12","grey"
"PTPRU|ENSG00000060656.20","green"
"SNRNP40|ENSG00000060688.13","greenyellow"
"RIMBP2|ENSG00000060709.16","green"
"COL11A1|ENSG00000060718.22","black"
"QSER1|ENSG00000060749.16","pink"
"MPC1|ENSG00000060762.19","greenyellow"
"ACAA1|ENSG00000060971.19","grey"
"BCAT1|ENSG00000060982.15","red"
"HDAC7|ENSG00000061273.18","royalblue"
"LZTS1|ENSG00000061337.15","turquoise"
"PRDM6|ENSG00000061455.11","white"
"WNT8A|ENSG00000061492.12","green"
"SPAG4|ENSG00000061656.11","grey"
"NCKAP1|ENSG00000061676.15","grey60"
"MRPS35|ENSG00000061794.13","darkgreen"
"GUCY1B1|ENSG00000061918.14","red"
"SFSWAP|ENSG00000061936.10","skyblue"
"TNK2|ENSG00000061938.21","brown"
"MON2|ENSG00000061987.16","yellow"
"CDH3|ENSG00000062038.15","salmon"
"ARSF|ENSG00000062096.15","grey"
"GPBP1|ENSG00000062194.16","midnightblue"
"DGAT2|ENSG00000062282.15","turquoise"
"ZNF112|ENSG00000062370.17","greenyellow"
"CS|ENSG00000062485.19","turquoise"
"LTK|ENSG00000062524.16","brown"
"MRPS24|ENSG00000062582.14","lightcyan"
"ELMO2|ENSG00000062598.18","green"
"WAPL|ENSG00000062650.20","greenyellow"
"VMP1|ENSG00000062716.13","lightgreen"
"APPBP2|ENSG00000062725.10","greenyellow"
"POLD1|ENSG00000062822.16","royalblue"
"SEZ6|ENSG00000063015.21","turquoise"
"EIF4B|ENSG00000063046.18","steelblue"
"SLC6A16|ENSG00000063127.16","purple"
"BICRA|ENSG00000063169.12","magenta"
"SPHK2|ENSG00000063176.16","turquoise"
"RPL18|ENSG00000063177.13","steelblue"
"CA11|ENSG00000063180.9","darkorange"
"ISOC2|ENSG00000063241.8","lightcyan"
"U2AF2|ENSG00000063244.14","turquoise"
"EPN1|ENSG00000063245.15","turquoise"
"MED29|ENSG00000063322.15","turquoise"
"AHRR|ENSG00000063438.20","tan"
"ZNF275|ENSG00000063587.15","grey"
"MTMR1|ENSG00000063601.17","green"
"GPC1|ENSG00000063660.9","turquoise"
"ADCK1|ENSG00000063761.16","turquoise"
"HAGH|ENSG00000063854.13","turquoise"
"RNF4|ENSG00000063978.16","turquoise"
"CASP8|ENSG00000064012.24","cyan"
"LIMCH1|ENSG00000064042.18","blue"
"INTS13|ENSG00000064102.15","blue"
"TM7SF3|ENSG00000064115.11","lightcyan"
"SPA17|ENSG00000064199.7","purple"
"TSPAN32|ENSG00000064201.16","grey"
"CCN5|ENSG00000064205.11","grey"
"DMRT3|ENSG00000064218.5","purple"
"ST3GAL6|ENSG00000064225.13","red"
"ATP2C2|ENSG00000064270.13","turquoise"
"NGFR|ENSG00000064300.9","yellow"
"CDON|ENSG00000064309.16","black"
"TAF2|ENSG00000064313.13","greenyellow"
"HIPK2|ENSG00000064393.16","blue"
"TNPO3|ENSG00000064419.14","red"
"RFXANK|ENSG00000064490.14","cyan"
"TMEM161A|ENSG00000064545.15","magenta"
"LPAR2|ENSG00000064547.14","darkturquoise"
"CTSA|ENSG00000064601.21","darkturquoise"
"SUGP2|ENSG00000064607.17","turquoise"
"SLC12A2|ENSG00000064651.14","yellow"
"SNX24|ENSG00000064652.11","greenyellow"
"EYA2|ENSG00000064655.19","lightyellow"
"CNN2|ENSG00000064666.15","lightgreen"
"ABCA7|ENSG00000064687.13","darkturquoise"
"SNCAIP|ENSG00000064692.20","purple"
"DDX20|ENSG00000064703.13","grey60"
"BTBD1|ENSG00000064726.10","red"
"FAR2|ENSG00000064763.12","grey60"
"BCAS1|ENSG00000064787.14","blue"
"CHI3L2|ENSG00000064886.14","yellow"
"SBNO2|ENSG00000064932.16","lightgreen"
"PMS1|ENSG00000064933.19","midnightblue"
"HMG20B|ENSG00000064961.19","yellow"
"CALCRL|ENSG00000064989.13","yellow"
"TAF11|ENSG00000064995.19","grey"
"ANKS1A|ENSG00000064999.16","brown"
"AP3D1|ENSG00000065000.20","turquoise"
"ZNF76|ENSG00000065029.15","magenta"
"SLC9A3R2|ENSG00000065054.14","magenta"
"NTHL1|ENSG00000065057.9","turquoise"
"UHRF1BP1|ENSG00000065060.18","grey"
"GNAI3|ENSG00000065135.12","pink"
"IPO5|ENSG00000065150.21","red"
"OAT|ENSG00000065154.12","darkred"
"WDR3|ENSG00000065183.16","grey60"
"PKN2|ENSG00000065243.20","yellow"
"WDR18|ENSG00000065268.11","turquoise"
"TRAM2|ENSG00000065308.5","white"
"NTN1|ENSG00000065320.9","yellow"
"GLP2R|ENSG00000065325.13","brown"
"MCM10|ENSG00000065328.17","grey"
"DGKA|ENSG00000065357.20","turquoise"
"ERBB3|ENSG00000065361.17","blue"
"ANKRD44|ENSG00000065413.20","blue"
"KARS1|ENSG00000065427.15","lightcyan"
"ADAT1|ENSG00000065457.11","grey"
"PDIA5|ENSG00000065485.20","grey"
"TBC1D22B|ENSG00000065491.8","turquoise"
"NDUFB4|ENSG00000065518.8","darkred"
"SPEN|ENSG00000065526.12","grey"
"MYLK|ENSG00000065534.20","yellow"
"ZC3H15|ENSG00000065548.18","grey60"
"MAP2K4|ENSG00000065559.15","grey60"
"PACC1|ENSG00000065600.13","blue"
"SNAP91|ENSG00000065609.15","turquoise"
"SLK|ENSG00000065613.15","greenyellow"
"CYB5R4|ENSG00000065615.14","midnightblue"
"COL17A1|ENSG00000065618.21","grey"
"GSTO2|ENSG00000065621.15","black"
"SEC61A2|ENSG00000065665.21","turquoise"
"PRKCQ|ENSG00000065675.16","yellow"
"TLE2|ENSG00000065717.15","brown"
"ASB1|ENSG00000065802.12","turquoise"
"FAM107B|ENSG00000065809.14","blue"
"ME1|ENSG00000065833.9","red"
"TBC1D1|ENSG00000065882.18","saddlebrown"
"CDK13|ENSG00000065883.18","midnightblue"
"MTHFD2|ENSG00000065911.13","lightgreen"
"SLC9A7|ENSG00000065923.10","darkorange"
"FOXJ2|ENSG00000065970.9","brown"
"YBX1|ENSG00000065978.19","pink"
"PDE4A|ENSG00000065989.16","turquoise"
"PPP2R5A|ENSG00000066027.12","yellow"
"CTNNA2|ENSG00000066032.19","red"
"ELAVL1|ENSG00000066044.15","turquoise"
"TIE1|ENSG00000066056.14","grey"
"DIP2B|ENSG00000066084.13","blue"
"SMARCD1|ENSG00000066117.15","turquoise"
"KDM4A|ENSG00000066135.13","turquoise"
"NFYC|ENSG00000066136.21","darkturquoise"
"ZMYND12|ENSG00000066185.13","purple"
"SLC9A3|ENSG00000066230.12","grey"
"NGEF|ENSG00000066248.15","brown"
"ASPM|ENSG00000066279.19","grey"
"CD84|ENSG00000066294.15","cyan"
"ELOVL1|ENSG00000066322.15","blue"
"SPI1|ENSG00000066336.12","cyan"
"POLR1H|ENSG00000066379.15","lightcyan"
"MPPED2|ENSG00000066382.17","tan"
"ZBTB11|ENSG00000066422.6","red"
"ATXN3|ENSG00000066427.25","midnightblue"
"GOLGA5|ENSG00000066455.13","darkgreen"
"FGFR2|ENSG00000066468.24","yellow"
"LRRC40|ENSG00000066557.6","red"
"ISOC1|ENSG00000066583.12","greenyellow"
"EML1|ENSG00000066629.19","grey"
"TRMT11|ENSG00000066651.20","midnightblue"
"THUMPD1|ENSG00000066654.14","darkgreen"
"MSANTD3|ENSG00000066697.15","midnightblue"
"KIF26A|ENSG00000066735.16","darkturquoise"
"ATG2B|ENSG00000066739.12","red"
"ARFGEF1|ENSG00000066777.9","darkgreen"
"ZFAT|ENSG00000066827.16","black"
"MTFR1|ENSG00000066855.16","yellow"
"STAG3|ENSG00000066923.18","grey"
"FECH|ENSG00000066926.13","blue"
"MYO9A|ENSG00000066933.16","red"
"DDX3Y|ENSG00000067048.17","pink"
"PFKP|ENSG00000067057.19","turquoise"
"IDI1|ENSG00000067064.13","darkgreen"
"SP100|ENSG00000067066.17","pink"
"KLF6|ENSG00000067082.15","lightgreen"
"PLPP1|ENSG00000067113.17","yellow"
"NEO1|ENSG00000067141.17","blue"
"TRAM1|ENSG00000067167.8","pink"
"PHKA1|ENSG00000067177.15","purple"
"TNFRSF1A|ENSG00000067182.9","lightgreen"
"CACNB1|ENSG00000067191.16","turquoise"
"EVI5|ENSG00000067208.16","greenyellow"
"STOML1|ENSG00000067221.14","turquoise"
"PKM|ENSG00000067225.21","lightcyan"
"DHX29|ENSG00000067248.11","darkgreen"
"DNTTIP2|ENSG00000067334.14","darkgreen"
"METTL22|ENSG00000067365.15","magenta"
"TP53BP1|ENSG00000067369.14","darkgrey"
"TRO|ENSG00000067445.22","turquoise"
"RRP15|ENSG00000067533.6","midnightblue"
"RHOA|ENSG00000067560.14","yellow"
"DHX8|ENSG00000067596.12","turquoise"
"PMS2P4|ENSG00000067601.10","black"
"PRKCZ|ENSG00000067606.17","turquoise"
"ZFY|ENSG00000067646.12","grey"
"IARS2|ENSG00000067704.10","darkred"
"SYT1|ENSG00000067715.14","red"
"NAV3|ENSG00000067798.16","darkgrey"
"IDH3G|ENSG00000067829.20","green"
"ROGDI|ENSG00000067836.13","skyblue"
"PDZD4|ENSG00000067840.13","turquoise"
"ATP2B3|ENSG00000067842.18","darkturquoise"
"ROCK1|ENSG00000067900.8","yellow"
"CBFB|ENSG00000067955.15","yellow"
"PDK3|ENSG00000067992.17","grey60"
"HYAL2|ENSG00000068001.14","lightgreen"
"HDAC4|ENSG00000068024.18","magenta"
"RASSF1|ENSG00000068028.18","lightgreen"
"FGFR3|ENSG00000068078.20","grey"
"IFI35|ENSG00000068079.8","pink"
"HEATR6|ENSG00000068097.16","blue"
"COASY|ENSG00000068120.15","turquoise"
"PLEKHH3|ENSG00000068137.15","royalblue"
"MEF2A|ENSG00000068305.18","red"
"OTUD5|ENSG00000068308.15","turquoise"
"TFE3|ENSG00000068323.17","magenta"
"TBC1D25|ENSG00000068354.16","turquoise"
"ACSL4|ENSG00000068366.21","grey60"
"INPP5A|ENSG00000068383.19","turquoise"
"GPKOW|ENSG00000068394.11","grey"
"GRIPAP1|ENSG00000068400.13","turquoise"
"FTSJ1|ENSG00000068438.15","green"
"PRR11|ENSG00000068489.13","yellow"
"REEP1|ENSG00000068615.20","turquoise"
"ATP11A|ENSG00000068650.19","blue"
"POLR1A|ENSG00000068654.17","turquoise"
"LAPTM4A|ENSG00000068697.7","pink"
"TTC7A|ENSG00000068724.18","royalblue"
"IP6K2|ENSG00000068745.15","green"
"SRBD1|ENSG00000068784.13","yellow"
"KIF2A|ENSG00000068796.19","darkgreen"
"RASGRP2|ENSG00000068831.19","brown"
"PSME4|ENSG00000068878.15","blue"
"IFT80|ENSG00000068885.15","greenyellow"
"SIRT2|ENSG00000068903.21","blue"
"ERLEC1|ENSG00000068912.15","darkred"
"PPP2R5B|ENSG00000068971.14","turquoise"
"PYGM|ENSG00000068976.14","grey"
"TRPC7|ENSG00000069018.19","grey"
"MAST4|ENSG00000069020.19","turquoise"
"ADGRF5|ENSG00000069122.19","grey"
"SDK2|ENSG00000069188.17","brown"
"NUP133|ENSG00000069248.12","midnightblue"
"NUCKS1|ENSG00000069275.13","darkgreen"
"VPS35|ENSG00000069329.18","red"
"DNAJA2|ENSG00000069345.12","red"
"BCL3|ENSG00000069399.15","lightgreen"
"KCNAB2|ENSG00000069424.16","turquoise"
"ABCC9|ENSG00000069431.14","pink"
"GAL|ENSG00000069482.7","grey"
"CLEC2D|ENSG00000069493.15","cyan"
"FUNDC1|ENSG00000069509.6","red"
"MAOB|ENSG00000069535.14","lightyellow"
"RORA|ENSG00000069667.16","yellow"
"DRD4|ENSG00000069696.7","grey"
"TGFBR3|ENSG00000069702.11","pink"
"ATP1B3|ENSG00000069849.11","orange"
"NEDD4|ENSG00000069869.17","pink"
"PIGB|ENSG00000069943.10","grey"
"MAPK6|ENSG00000069956.14","midnightblue"
"GNB5|ENSG00000069966.19","red"
"RAB27A|ENSG00000069974.17","lightgreen"
"HDHD5|ENSG00000069998.12","lightcyan"
"UFD1|ENSG00000070010.19","lightcyan"
"LRP6|ENSG00000070018.9","yellow"
"GUCY2C|ENSG00000070019.5","grey60"
"PHRF1|ENSG00000070047.13","magenta"
"ELP1|ENSG00000070061.16","brown"
"NUCB2|ENSG00000070081.18","purple"
"PFN2|ENSG00000070087.15","grey60"
"PTPN3|ENSG00000070159.14","grey"
"SPTB|ENSG00000070182.21","turquoise"
"DAPP1|ENSG00000070190.13","cyan"
"FGF10|ENSG00000070193.5","grey"
"SLC44A1|ENSG00000070214.17","blue"
"TMEM260|ENSG00000070269.14","salmon"
"SMG6|ENSG00000070366.14","magenta"
"EXOC5|ENSG00000070367.16","darkgreen"
"CLTCL1|ENSG00000070371.16","blue"
"FGF22|ENSG00000070388.12","turquoise"
"FSTL3|ENSG00000070404.10","lightgreen"
"DGCR2|ENSG00000070413.20","turquoise"
"RNF126|ENSG00000070423.18","turquoise"
"MNT|ENSG00000070444.15","turquoise"
"ZXDC|ENSG00000070476.15","royalblue"
"JMJD6|ENSG00000070495.15","grey"
"POLB|ENSG00000070501.12","red"
"ST6GALNAC1|ENSG00000070526.15","grey"
"WIPI1|ENSG00000070540.13","pink"
"FRMPD1|ENSG00000070601.10","grey"
"GBA2|ENSG00000070610.14","turquoise"
"NDST1|ENSG00000070614.15","skyblue"
"ASNS|ENSG00000070669.17","grey60"
"AP3M2|ENSG00000070718.12","red"
"CNGB1|ENSG00000070729.14","tan"
"ST6GALNAC2|ENSG00000070731.11","purple"
"PABPC1|ENSG00000070756.17","pink"
"TESK2|ENSG00000070759.17","blue"
"CFAP20|ENSG00000070761.8","lightcyan"
"CSNK2A2|ENSG00000070770.10","grey"
"PTPN21|ENSG00000070778.13","pink"
"EIF2B3|ENSG00000070785.17","red"
"CAMK2A|ENSG00000070808.17","green"
"TCOF1|ENSG00000070814.22","magenta"
"CDC42|ENSG00000070831.18","darkgreen"
"OSBPL3|ENSG00000070882.13","brown"
"EPHA8|ENSG00000070886.12","darkturquoise"
"SLC12A3|ENSG00000070915.10","green"
"RAD18|ENSG00000070950.10","grey60"
"ATP2B1|ENSG00000070961.16","grey60"
"NCK2|ENSG00000071051.14","green"
"MAP4K4|ENSG00000071054.17","blue"
"MGAT4A|ENSG00000071073.13","midnightblue"
"RPL31|ENSG00000071082.11","steelblue"
"WDR1|ENSG00000071127.18","saddlebrown"
"SNX13|ENSG00000071189.21","grey60"
"ARHGAP10|ENSG00000071205.12","saddlebrown"
"RPS6KA2|ENSG00000071242.12","brown"
"ING3|ENSG00000071243.16","greenyellow"
"VASH1|ENSG00000071246.11","skyblue"
"LMCD1|ENSG00000071282.12","lightgreen"
"BUD23|ENSG00000071462.12","lightcyan"
"SEL1L|ENSG00000071537.14","grey60"
"TRIP13|ENSG00000071539.14","red"
"ATP6AP1|ENSG00000071553.18","turquoise"
"TCF3|ENSG00000071564.18","royalblue"
"TRIB2|ENSG00000071575.12","brown"
"DAZAP1|ENSG00000071626.17","skyblue"
"MBD3|ENSG00000071655.18","magenta"
"HLTF|ENSG00000071794.16","orange"
"FAM50A|ENSG00000071859.15","skyblue"
"FAM3A|ENSG00000071889.17","royalblue"
"CPSF1|ENSG00000071894.17","magenta"
"MYO3B|ENSG00000071909.19","tan"
"CYBRD1|ENSG00000071967.12","lightyellow"
"CDH19|ENSG00000071991.9","blue"
"PDCD2|ENSG00000071994.11","darkred"
"SLC6A15|ENSG00000072041.18","red"
"RDH11|ENSG00000072042.13","darkgreen"
"PRKACA|ENSG00000072062.16","turquoise"
"ADGRL1|ENSG00000072071.17","turquoise"
"ACTN1|ENSG00000072110.16","turquoise"
"ZFYVE26|ENSG00000072121.17","royalblue"
"RPS6KA6|ENSG00000072133.12","darkgrey"
"EPN2|ENSG00000072134.16","skyblue"
"PTPN18|ENSG00000072135.13","magenta"
"LIMS2|ENSG00000072163.20","magenta"
"ASIC4|ENSG00000072182.14","brown"
"SPEG|ENSG00000072195.15","turquoise"
"LNX1|ENSG00000072201.14","red"
"ALDH3A2|ENSG00000072210.19","salmon"
"TFRC|ENSG00000072274.14","grey"
"SREBF1|ENSG00000072310.18","blue"
"TRPC5|ENSG00000072315.4","green"
"AFF4|ENSG00000072364.13","yellow"
"UBE2D1|ENSG00000072401.15","darkgreen"
"PALS1|ENSG00000072415.10","yellow"
"RHOBTB1|ENSG00000072422.17","blue"
"SMC1A|ENSG00000072501.19","yellow"
"HSD17B10|ENSG00000072506.14","lightcyan"
"MARK2|ENSG00000072518.22","turquoise"
"HMMR|ENSG00000072571.20","grey"
"CHFR|ENSG00000072609.18","magenta"
"TRHDE|ENSG00000072657.10","tan"
"P4HA2|ENSG00000072682.20","lightgreen"
"FCGR2B|ENSG00000072694.22","pink"
"NFATC3|ENSG00000072736.19","yellow"
"TRNT1|ENSG00000072756.18","grey60"
"ACADVL|ENSG00000072778.20","darkturquoise"
"STK10|ENSG00000072786.13","cyan"
"FBXW11|ENSG00000072803.18","grey60"
"ACAP1|ENSG00000072818.12","grey"
"CRMP1|ENSG00000072832.15","turquoise"
"EVC|ENSG00000072840.13","pink"
"DERL2|ENSG00000072849.11","yellow"
"SIDT1|ENSG00000072858.11","darkorange"
"NDE1|ENSG00000072864.16","blue"
"IRAG1|ENSG00000072952.20","lightyellow"
"TMEM38A|ENSG00000072954.7","darkturquoise"
"AP1M1|ENSG00000072958.9","turquoise"
"PVR|ENSG00000073008.15","brown"
"XRCC1|ENSG00000073050.12","magenta"
"SCARB1|ENSG00000073060.17","royalblue"
"MCM2|ENSG00000073111.14","grey"
"MOV10L1|ENSG00000073146.16","black"
"PANX2|ENSG00000073150.14","turquoise"
"SELENOO|ENSG00000073169.15","magenta"
"TP63|ENSG00000073282.14","purple"
"ALPK1|ENSG00000073331.18","saddlebrown"
"LLGL2|ENSG00000073350.14","royalblue"
"PDE8A|ENSG00000073417.15","blue"
"CLCN4|ENSG00000073464.13","turquoise"
"NLE1|ENSG00000073536.18","turquoise"
"SDHA|ENSG00000073578.18","grey"
"SMARCE1|ENSG00000073584.20","greenyellow"
"GSDMB|ENSG00000073605.19","black"
"KDM5A|ENSG00000073614.13","yellow"
"ADAM11|ENSG00000073670.14","turquoise"
"PPP2R3A|ENSG00000073711.11","blue"
"FERMT2|ENSG00000073712.15","lightyellow"
"ABCB11|ENSG00000073734.10","grey"
"DHRS9|ENSG00000073737.17","cyan"
"PTGS2|ENSG00000073756.13","lightgreen"
"IGF2BP2|ENSG00000073792.16","saddlebrown"
"MAP3K13|ENSG00000073803.14","red"
"ST6GAL1|ENSG00000073849.16","cyan"
"VDAC1P1|ENSG00000073905.8","grey"
"FRY|ENSG00000073910.23","darkorange"
"PICALM|ENSG00000073921.18","greenyellow"
"NSF|ENSG00000073969.18","turquoise"
"GLI2|ENSG00000074047.22","pink"
"CLASP1|ENSG00000074054.21","darkgrey"
"MRPS34|ENSG00000074071.15","turquoise"
"NOTCH3|ENSG00000074181.9","white"
"CLNS1A|ENSG00000074201.9","greenyellow"
"PPP2R2C|ENSG00000074211.14","turquoise"
"TEAD2|ENSG00000074219.14","salmon"
"EED|ENSG00000074266.22","steelblue"
"CDHR2|ENSG00000074276.11","brown"
"SNCB|ENSG00000074317.11","black"
"TSG101|ENSG00000074319.13","darkred"
"NCBP3|ENSG00000074356.17","blue"
"ATP2A3|ENSG00000074370.18","salmon"
"CA12|ENSG00000074410.14","salmon"
"MGLL|ENSG00000074416.16","brown"
"NTN4|ENSG00000074527.13","brown"
"BCS1L|ENSG00000074582.15","grey"
"NUAK1|ENSG00000074590.14","brown"
"DPP8|ENSG00000074603.19","red"
"SLC24A1|ENSG00000074621.14","yellow"
"ZNF532|ENSG00000074657.14","blue"
"SCARF1|ENSG00000074660.17","salmon"
"LMAN1|ENSG00000074695.6","yellow"
"HACD3|ENSG00000074696.13","orange"
"IPCEF1|ENSG00000074706.14","brown"
"ZZEF1|ENSG00000074755.15","darkturquoise"
"ENO1|ENSG00000074800.16","lightcyan"
"SLC12A1|ENSG00000074803.21","red"
"MYDGF|ENSG00000074842.8","lightcyan"
"ANO8|ENSG00000074855.11","magenta"
"TUBE1|ENSG00000074935.14","yellow"
"ARHGEF10L|ENSG00000074964.17","royalblue"
"TXK|ENSG00000074966.11","grey"
"WSCD2|ENSG00000075035.10","green"
"KCNQ2|ENSG00000075043.20","turquoise"
"TACR2|ENSG00000075073.16","turquoise"
"ACTR6|ENSG00000075089.10","darkgreen"
"TIPIN|ENSG00000075131.10","greenyellow"
"SRI|ENSG00000075142.14","lightyellow"
"EIF4G3|ENSG00000075151.24","red"
"NUP37|ENSG00000075188.9","pink"
"SEMA3A|ENSG00000075213.11","brown"
