,gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus,CMC DLPFC
1270743,ENSG00000237149.5,ENSG00000237149,ZNF503-AS2,chr10,antisense,1,0,0,0
1272590,ENSG00000230417.11,ENSG00000230417,LINC00856,chr10,lincRNA,1,0,0,0
1274138,ENSG00000108219.14,ENSG00000108219,TSPAN14,chr10,protein_coding,0,0,1,0
1274886,ENSG00000148604.13,ENSG00000148604,RGR,chr10,protein_coding,1,0,0,0
1274986,ENSG00000107771.15,ENSG00000107771,CCSER2,chr10,protein_coding,1,0,0,0
1275937,ENSG00000173267.13,ENSG00000173267,SNCG,chr10,protein_coding,1,0,0,0
1276096,ENSG00000200253.1,ENSG00000200253,RNU6-529P,chr10,snRNA,1,0,0,0
1276207,ENSG00000223482.7,ENSG00000223482,NUTM2A-AS1,chr10,antisense,0,0,0,1
1276314,ENSG00000224914.2,ENSG00000224914,LINC00863,chr10,lincRNA,0,0,0,1
1276459,ENSG00000198682.12,ENSG00000198682,PAPSS2,chr10,protein_coding,0,0,1,0
1276528,ENSG00000138138.13,ENSG00000138138,ATAD1,chr10,protein_coding,1,0,0,0
1278050,ENSG00000280560.1,ENSG00000280560,LINC01374,chr10,lincRNA,0,0,1,0
1278409,ENSG00000165338.16,ENSG00000165338,HECTD2,chr10,protein_coding,1,0,0,0
1278673,ENSG00000095564.13,ENSG00000095564,BTAF1,chr10,protein_coding,1,0,0,0
1278987,ENSG00000119912.15,ENSG00000119912,IDE,chr10,protein_coding,1,0,0,0
1279596,ENSG00000138119.16,ENSG00000138119,MYOF,chr10,protein_coding,1,0,0,0
1280157,ENSG00000148690.11,ENSG00000148690,FRA10AC1,chr10,protein_coding,1,0,0,0
1283709,ENSG00000095585.16,ENSG00000095585,BLNK,chr10,protein_coding,0,0,1,0
1284341,ENSG00000196233.12,ENSG00000196233,LCOR,chr10,protein_coding,1,0,0,0
1286825,ENSG00000120057.4,ENSG00000120057,SFRP5,chr10,protein_coding,1,0,0,0
1287660,ENSG00000236818.1,ENSG00000236818,ARL5AP2,chr10,processed_pseudogene,0,1,0,0
1287729,ENSG00000224934.2,ENSG00000224934,RP11-441O15.3,chr10,lincRNA,0,0,1,0
1290448,ENSG00000166167.17,ENSG00000166167,BTRC,chr10,protein_coding,1,0,0,0
1290662,ENSG00000166169.16,ENSG00000166169,POLL,chr10,protein_coding,1,0,0,0
1292305,ENSG00000059915.16,ENSG00000059915,PSD,chr10,protein_coding,1,0,0,0
1292531,ENSG00000107874.10,ENSG00000107874,CUEDC2,chr10,protein_coding,1,0,0,0
1292774,ENSG00000107882.11,ENSG00000107882,SUFU,chr10,protein_coding,1,0,0,0
1293739,ENSG00000148835.10,ENSG00000148835,TAF5,chr10,protein_coding,0,1,0,0
1294029,ENSG00000107954.10,ENSG00000107954,NEURL1,chr10,protein_coding,1,0,0,0
1295039,ENSG00000065621.14,ENSG00000065621,GSTO2,chr10,protein_coding,1,0,0,0
1295164,ENSG00000120051.14,ENSG00000120051,CFAP58,chr10,protein_coding,1,0,0,0
1297101,ENSG00000150594.6,ENSG00000150594,ADRA2A,chr10,protein_coding,0,1,0,0
1298387,ENSG00000148702.14,ENSG00000148702,HABP2,chr10,protein_coding,0,0,0,1
1298453,ENSG00000197893.13,ENSG00000197893,NRAP,chr10,protein_coding,0,1,0,0
1299274,ENSG00000165813.17,ENSG00000165813,CCDC186,chr10,protein_coding,1,0,0,0
1301132,ENSG00000165868.13,ENSG00000165868,HSPA12A,chr10,protein_coding,1,0,0,0
1301558,ENSG00000148704.12,ENSG00000148704,VAX1,chr10,protein_coding,1,0,0,0
1301665,ENSG00000165650.11,ENSG00000165650,PDZD8,chr10,protein_coding,1,0,0,0
1303087,ENSG00000107651.12,ENSG00000107651,SEC23IP,chr10,protein_coding,1,0,0,0
1305391,ENSG00000107679.14,ENSG00000107679,PLEKHA1,chr10,protein_coding,1,0,0,0
1306603,ENSG00000213185.6,ENSG00000213185,FAM24B,chr10,protein_coding,0,1,0,0
1307561,ENSG00000019995.6,ENSG00000019995,ZRANB1,chr10,protein_coding,1,0,0,0
1308707,ENSG00000203780.10,ENSG00000203780,FANK1,chr10,protein_coding,0,0,0,1
1308871,ENSG00000148848.14,ENSG00000148848,ADAM12,chr10,protein_coding,1,0,0,0
1310842,ENSG00000171813.13,ENSG00000171813,PWWP2B,chr10,protein_coding,1,0,0,0
1311315,ENSG00000171798.17,ENSG00000171798,KNDC1,chr10,protein_coding,1,0,0,0
1312016,ENSG00000130643.8,ENSG00000130643,CALY,chr10,protein_coding,1,0,0,0
1312180,ENSG00000127884.4,ENSG00000127884,ECHS1,chr10,protein_coding,1,0,0,0
1314142,ENSG00000182272.11,ENSG00000182272,B4GALNT4,chr11,protein_coding,1,0,0,0
1315307,ENSG00000161328.10,ENSG00000161328,LRRC56,chr11,protein_coding,1,0,0,0
1315422,ENSG00000254815.5,ENSG00000254815,RP11-496I9.1,chr11,antisense,1,0,0,0
1315433,ENSG00000099849.14,ENSG00000099849,RASSF7,chr11,protein_coding,1,0,0,0
1315524,ENSG00000247095.2,ENSG00000247095,MIR210HG,chr11,lincRNA,0,0,0,1
1316363,ENSG00000177106.14,ENSG00000177106,EPS8L2,chr11,protein_coding,0,0,0,1
1317287,ENSG00000177542.10,ENSG00000177542,SLC25A22,chr11,protein_coding,1,0,0,0
1320536,ENSG00000184545.10,ENSG00000184545,DUSP8,chr11,protein_coding,1,0,0,0
1320592,ENSG00000278919.1,ENSG00000278919,AP006285.2,chr11,protein_coding,1,0,0,0
1323141,ENSG00000184281.14,ENSG00000184281,TSSC4,chr11,protein_coding,1,0,0,0
1325650,ENSG00000110713.15,ENSG00000110713,NUP98,chr11,protein_coding,1,0,0,0
1329018,ENSG00000110148.9,ENSG00000110148,CCKBR,chr11,protein_coding,1,0,0,0
1332680,ENSG00000166405.14,ENSG00000166405,RIC3,chr11,protein_coding,1,0,0,0
1336045,ENSG00000133812.15,ENSG00000133812,SBF2,chr11,protein_coding,0,1,0,0
1338071,ENSG00000170242.17,ENSG00000170242,USP47,chr11,protein_coding,1,0,0,0
1341072,ENSG00000110693.16,ENSG00000110693,SOX6,chr11,protein_coding,0,0,0,1
1348163,ENSG00000187398.11,ENSG00000187398,LUZP2,chr11,protein_coding,0,0,0,1
1348598,ENSG00000148942.14,ENSG00000148942,SLC5A12,chr11,protein_coding,1,0,0,0
1349845,ENSG00000170959.14,ENSG00000170959,DCDC1,chr11,protein_coding,1,0,0,0
1350513,ENSG00000228061.5,ENSG00000228061,Z83001.1,chr11,antisense,1,0,0,0
1350527,ENSG00000007372.20,ENSG00000007372,PAX6,chr11,protein_coding,1,0,0,0
1351006,ENSG00000049449.8,ENSG00000049449,RCN1,chr11,protein_coding,1,0,0,0
1351376,ENSG00000149100.12,ENSG00000149100,EIF3M,chr11,protein_coding,1,0,0,0
1352028,ENSG00000176102.11,ENSG00000176102,CSTF3,chr11,protein_coding,1,0,0,0
1352476,ENSG00000085063.14,ENSG00000085063,CD59,chr11,protein_coding,0,0,0,1
1352653,ENSG00000110429.13,ENSG00000110429,FBXO3,chr11,protein_coding,1,0,0,0
1354915,ENSG00000166326.6,ENSG00000166326,TRIM44,chr11,protein_coding,1,0,0,0
1355853,ENSG00000166181.12,ENSG00000166181,API5,chr11,protein_coding,1,0,0,0
1356071,ENSG00000052841.14,ENSG00000052841,TTC17,chr11,protein_coding,1,0,0,0
1362964,ENSG00000025434.18,ENSG00000025434,NR1H3,chr11,protein_coding,1,0,0,0
1364513,ENSG00000165915.13,ENSG00000165915,SLC39A13,chr11,protein_coding,1,0,0,0
1372412,ENSG00000197629.5,ENSG00000197629,MPEG1,chr11,protein_coding,0,0,1,0
1375206,ENSG00000167987.10,ENSG00000167987,VPS37C,chr11,protein_coding,1,0,0,0
1376139,ENSG00000162144.9,ENSG00000162144,CYB561A3,chr11,protein_coding,0,1,0,0
1379141,ENSG00000162174.12,ENSG00000162174,ASRGL1,chr11,protein_coding,1,0,0,0
1381453,ENSG00000214753.2,ENSG00000214753,HNRNPUL2,chr11,protein_coding,1,0,0,0
1381572,ENSG00000168002.11,ENSG00000168002,POLR2G,chr11,protein_coding,1,0,0,0
1383599,ENSG00000196600.12,ENSG00000196600,SLC22A25,chr11,protein_coding,1,0,0,0
1383744,ENSG00000168004.9,ENSG00000168004,HRASLS5,chr11,protein_coding,1,0,0,0
1384049,ENSG00000184743.12,ENSG00000184743,ATL3,chr11,protein_coding,1,0,0,0
1384135,ENSG00000133318.13,ENSG00000133318,RTN3,chr11,protein_coding,1,0,0,0
1384406,ENSG00000256280.1,ENSG00000256280,RP11-466C23.5,chr11,processed_pseudogene,1,0,0,0
1385023,ENSG00000176340.3,ENSG00000176340,COX8A,chr11,protein_coding,1,0,0,0
1385216,ENSG00000133315.10,ENSG00000133315,MACROD1,chr11,protein_coding,0,0,0,1
1385287,ENSG00000256481.1,ENSG00000256481,RP11-21A7A.4,chr11,antisense,1,0,0,0
1386381,ENSG00000002330.13,ENSG00000002330,BAD,chr11,protein_coding,1,0,0,0
1394189,ENSG00000173465.7,ENSG00000173465,SSSCA1,chr11,protein_coding,1,0,0,0
1394617,ENSG00000197136.4,ENSG00000197136,PCNX3,chr11,protein_coding,1,0,0,0
1395557,ENSG00000172922.8,ENSG00000172922,RNASEH2C,chr11,protein_coding,1,0,0,0
1396153,ENSG00000172638.12,ENSG00000172638,EFEMP2,chr11,protein_coding,1,0,0,0
1400494,ENSG00000173898.11,ENSG00000173898,SPTBN2,chr11,protein_coding,1,0,0,0
1401325,ENSG00000173599.13,ENSG00000173599,PC,chr11,protein_coding,1,0,0,0
1402149,ENSG00000172932.14,ENSG00000172932,ANKRD13D,chr11,protein_coding,1,0,0,0
1403816,ENSG00000110697.12,ENSG00000110697,PITPNM1,chr11,protein_coding,1,0,0,0
1404189,ENSG00000084207.15,ENSG00000084207,GSTP1,chr11,protein_coding,1,0,0,0
1404631,ENSG00000132744.7,ENSG00000132744,ACY3,chr11,protein_coding,0,0,1,0
1405179,ENSG00000110717.11,ENSG00000110717,NDUFS8,chr11,protein_coding,1,0,0,0
1407875,ENSG00000255980.1,ENSG00000255980,AP000439.1,chr11,lincRNA,0,0,1,0
1411835,ENSG00000149357.9,ENSG00000149357,LAMTOR1,chr11,protein_coding,1,0,0,0
1415633,ENSG00000054967.12,ENSG00000054967,RELT,chr11,protein_coding,1,0,0,0
1416534,ENSG00000181924.6,ENSG00000181924,COA4,chr11,protein_coding,1,0,0,0
1417417,ENSG00000214517.9,ENSG00000214517,PPME1,chr11,protein_coding,1,0,0,0
1419052,ENSG00000137486.16,ENSG00000137486,ARRB1,chr11,protein_coding,1,0,0,0
1423482,ENSG00000159063.12,ENSG00000159063,ALG8,chr11,protein_coding,1,0,0,0
1424262,ENSG00000149256.15,ENSG00000149256,TENM4,chr11,protein_coding,1,0,0,0
1433327,ENSG00000077458.12,ENSG00000077458,FAM76B,chr11,protein_coding,1,0,0,0
1433505,ENSG00000166037.10,ENSG00000166037,CEP57,chr11,protein_coding,1,0,0,0
1433770,ENSG00000087053.18,ENSG00000087053,MTMR2,chr11,protein_coding,0,1,0,0
1434205,ENSG00000149972.10,ENSG00000149972,CNTN5,chr11,protein_coding,1,0,0,0
1436320,ENSG00000260966.1,ENSG00000260966,RP11-690D19.3,chr11,sense_overlapping,1,0,0,0
1438416,ENSG00000149313.10,ENSG00000149313,AASDHPPT,chr11,protein_coding,1,0,0,0
1441204,ENSG00000196167.9,ENSG00000196167,COLCA1,chr11,antisense,0,0,0,1
1443287,ENSG00000150779.11,ENSG00000150779,TIMM8B,chr11,protein_coding,1,0,0,0
1443482,ENSG00000150782.11,ENSG00000150782,IL18,chr11,protein_coding,1,0,0,0
1444734,ENSG00000255129.5,ENSG00000255129,RP11-839D17.3,chr11,antisense,0,0,0,1
1446151,ENSG00000149305.6,ENSG00000149305,HTR3B,chr11,protein_coding,0,0,0,1
1448988,ENSG00000280143.1,ENSG00000280143,AP000892.6,chr11,TEC,1,0,0,0
1450338,ENSG00000110324.10,ENSG00000110324,IL10RA,chr11,protein_coding,1,0,0,0
1450875,ENSG00000149575.5,ENSG00000149575,SCN2B,chr11,protein_coding,1,0,0,0
1451404,ENSG00000110344.9,ENSG00000110344,UBE4A,chr11,protein_coding,1,0,0,0
1457938,ENSG00000109927.9,ENSG00000109927,TECTA,chr11,protein_coding,1,0,0,0
1458511,ENSG00000255248.7,ENSG00000255248,MIR100HG,chr11,processed_transcript,1,0,0,0
1458613,ENSG00000207971.1,ENSG00000207971,MIR125B1,chr11,miRNA,1,0,0,0
1458768,ENSG00000109944.10,ENSG00000109944,C11orf63,chr11,protein_coding,1,0,0,0
1460004,ENSG00000110002.15,ENSG00000110002,VWA5A,chr11,protein_coding,1,0,0,0
1461481,ENSG00000150433.9,ENSG00000150433,TMEM218,chr11,protein_coding,1,0,0,0
1462002,ENSG00000149547.14,ENSG00000149547,EI24,chr11,protein_coding,1,0,0,0
1464702,ENSG00000266215.1,ENSG00000266215,MIR3167,chr11,miRNA,1,0,0,0
1464739,ENSG00000273409.2,ENSG00000273409,RP11-480C22.1,chr11,lincRNA,0,0,1,0
1466215,ENSG00000084234.16,ENSG00000084234,APLP2,chr11,protein_coding,1,0,0,0
1466889,ENSG00000254842.6,ENSG00000254842,RP11-890B15.2,chr11,lincRNA,1,0,0,0
1467369,ENSG00000183715.13,ENSG00000183715,OPCML,chr11,protein_coding,1,0,0,0
1467554,ENSG00000280237.2,ENSG00000280237,MIR4697HG,chr11,TEC,0,0,1,0
1467559,ENSG00000080854.14,ENSG00000080854,IGSF9B,chr11,protein_coding,0,0,1,0
1469712,ENSG00000139044.10,ENSG00000139044,B4GALNT3,chr12,protein_coding,1,0,0,0
1472417,ENSG00000151067.21,ENSG00000151067,CACNA1C,chr12,protein_coding,1,0,0,0
1475084,ENSG00000053702.14,ENSG00000053702,NRIP2,chr12,protein_coding,1,0,0,0
1475527,ENSG00000197905.8,ENSG00000197905,TEAD4,chr12,protein_coding,1,0,0,0
1475682,ENSG00000250899.3,ENSG00000250899,RP11-253E3.3,chr12,lincRNA,1,0,0,0
1476054,ENSG00000111224.13,ENSG00000111224,PARP11,chr12,protein_coding,1,0,0,0
1476347,ENSG00000047621.11,ENSG00000047621,C12orf4,chr12,protein_coding,1,0,0,0
1480423,ENSG00000184574.9,ENSG00000184574,LPAR5,chr12,protein_coding,0,1,1,0
1482861,ENSG00000111674.8,ENSG00000111674,ENO2,chr12,protein_coding,1,0,0,0
1483762,ENSG00000111684.10,ENSG00000111684,LPCAT3,chr12,protein_coding,1,0,0,0
1486224,ENSG00000059804.15,ENSG00000059804,SLC2A3,chr12,protein_coding,1,0,0,0
1486406,ENSG00000089818.16,ENSG00000089818,NECAP1,chr12,protein_coding,1,0,0,0
1489624,ENSG00000197992.6,ENSG00000197992,CLEC9A,chr12,protein_coding,0,0,1,0
1489735,ENSG00000172243.17,ENSG00000172243,CLEC7A,chr12,protein_coding,0,1,1,0
1489911,ENSG00000173391.8,ENSG00000173391,OLR1,chr12,protein_coding,0,0,1,0
1491209,ENSG00000256667.6,ENSG00000256667,KLRA1P,chr12,transcribed_unprocessed_pseudogene,1,0,0,0
1491231,ENSG00000111196.9,ENSG00000111196,MAGOHB,chr12,protein_coding,1,0,0,0
1492665,ENSG00000205791.3,ENSG00000205791,LOH12CR2,chr12,lincRNA,1,0,0,0
1492900,ENSG00000178878.12,ENSG00000178878,APOLD1,chr12,protein_coding,1,0,0,0
1493278,ENSG00000084444.13,ENSG00000084444,FAM234B,chr12,protein_coding,1,0,0,0
1493638,ENSG00000273079.5,ENSG00000273079,GRIN2B,chr12,protein_coding,1,0,0,0
1494764,ENSG00000151490.13,ENSG00000151490,PTPRO,chr12,protein_coding,1,0,0,0
1497558,ENSG00000139154.14,ENSG00000139154,AEBP2,chr12,protein_coding,1,0,0,0
1497702,ENSG00000255910.1,ENSG00000255910,RP11-405A12.2,chr12,lincRNA,1,0,0,0
1499107,ENSG00000134548.9,ENSG00000134548,SPX,chr12,protein_coding,1,0,0,0
1500866,ENSG00000060982.14,ENSG00000060982,BCAT1,chr12,protein_coding,1,0,0,0
1501066,ENSG00000118308.15,ENSG00000118308,LRMP,chr12,protein_coding,1,0,0,0
1504549,ENSG00000087448.9,ENSG00000087448,KLHL42,chr12,protein_coding,1,0,0,0
1505274,ENSG00000087502.17,ENSG00000087502,ERGIC2,chr12,protein_coding,1,0,0,0
1507955,ENSG00000188375.4,ENSG00000188375,H3F3C,chr12,protein_coding,0,1,0,0
1508183,ENSG00000277342.1,ENSG00000277342,RP11-843B15.4,chr12,sense_intronic,1,0,0,0
1508601,ENSG00000087470.17,ENSG00000087470,DNM1L,chr12,protein_coding,1,0,0,0
1509261,ENSG00000275854.1,ENSG00000275854,RP11-278C7.5,chr12,sense_intronic,1,0,0,0
1509430,ENSG00000139133.6,ENSG00000139133,ALG10,chr12,protein_coding,1,0,0,0
1509555,ENSG00000175548.8,ENSG00000175548,ALG10B,chr12,protein_coding,1,0,0,0
1509782,ENSG00000139116.18,ENSG00000139116,KIF21A,chr12,protein_coding,1,0,0,0
1510327,ENSG00000173208.3,ENSG00000173208,ABCD2,chr12,protein_coding,1,0,0,0
1510455,ENSG00000151229.12,ENSG00000151229,SLC2A13,chr12,protein_coding,1,0,0,0
1514013,ENSG00000185610.6,ENSG00000185610,DBX2,chr12,protein_coding,0,0,0,1
1514296,ENSG00000273015.2,ENSG00000273015,RP11-352M15.2,chr12,lincRNA,1,0,0,0
1514299,ENSG00000189079.15,ENSG00000189079,ARID2,chr12,protein_coding,1,0,0,0
1515487,ENSG00000005175.9,ENSG00000005175,RPAP3,chr12,protein_coding,1,0,0,0
1517246,ENSG00000134291.11,ENSG00000134291,TMEM106C,chr12,protein_coding,0,0,0,1
1520857,ENSG00000257913.2,ENSG00000257913,RP11-386G11.5,chr12,antisense,0,0,0,1
1522980,ENSG00000187778.13,ENSG00000187778,MCRS1,chr12,protein_coding,1,0,0,0
1525973,ENSG00000050405.13,ENSG00000050405,LIMA1,chr12,protein_coding,0,0,0,1
1528662,ENSG00000110934.10,ENSG00000110934,BIN2,chr12,protein_coding,0,0,1,0
1533506,ENSG00000139626.15,ENSG00000139626,ITGB7,chr12,protein_coding,1,0,0,0
1533707,ENSG00000172819.16,ENSG00000172819,RARG,chr12,protein_coding,1,0,0,0
1534355,ENSG00000139637.13,ENSG00000139637,C12orf10,chr12,protein_coding,1,0,0,0
1535774,ENSG00000139546.10,ENSG00000139546,TARBP2,chr12,protein_coding,1,0,0,0
1537277,ENSG00000250742.2,ENSG00000250742,RP11-834C11.4,chr12,lincRNA,0,1,0,0
1545436,ENSG00000257303.1,ENSG00000257303,RP11-977G19.11,chr12,antisense,1,0,0,0
1546205,ENSG00000111602.11,ENSG00000111602,TIMELESS,chr12,protein_coding,1,0,0,0
1547916,ENSG00000025423.11,ENSG00000025423,HSD17B6,chr12,protein_coding,1,0,0,0
1550884,ENSG00000123329.17,ENSG00000123329,ARHGAP9,chr12,protein_coding,1,0,0,0
1551267,ENSG00000166986.13,ENSG00000166986,MARS,chr12,protein_coding,1,0,0,0
1554136,ENSG00000111012.9,ENSG00000111012,CYP27B1,chr12,protein_coding,1,0,0,0
1555537,ENSG00000135655.14,ENSG00000135655,USP15,chr12,protein_coding,1,0,0,0
1556398,ENSG00000177990.11,ENSG00000177990,DPY19L2,chr12,protein_coding,1,1,0,0
1556849,ENSG00000174206.12,ENSG00000174206,C12orf66,chr12,protein_coding,1,0,0,0
1557663,ENSG00000156076.9,ENSG00000156076,WIF1,chr12,protein_coding,1,0,0,0
1557719,ENSG00000174106.2,ENSG00000174106,LEMD3,chr12,protein_coding,1,0,0,0
1559155,ENSG00000111530.12,ENSG00000111530,CAND1,chr12,protein_coding,1,0,0,0
1559285,ENSG00000127334.10,ENSG00000127334,DYRK2,chr12,protein_coding,0,0,0,1
1560486,ENSG00000175782.9,ENSG00000175782,SLC35E3,chr12,protein_coding,0,0,0,1
1560522,ENSG00000135679.22,ENSG00000135679,MDM2,chr12,protein_coding,1,0,0,0
1561205,ENSG00000111605.16,ENSG00000111605,CPSF6,chr12,protein_coding,1,0,0,0
1561647,ENSG00000166226.12,ENSG00000166226,CCT2,chr12,protein_coding,1,0,0,0
1562597,ENSG00000111596.11,ENSG00000111596,CNOT2,chr12,protein_coding,1,0,0,0
1564227,ENSG00000133858.15,ENSG00000133858,ZFC3H1,chr12,protein_coding,1,0,0,0
1564913,ENSG00000139287.12,ENSG00000139287,TPH2,chr12,protein_coding,1,0,0,0
1565729,ENSG00000139278.9,ENSG00000139278,GLIPR1,chr12,protein_coding,1,0,0,0
1565789,ENSG00000111615.13,ENSG00000111615,KRR1,chr12,protein_coding,1,0,0,0
1565927,ENSG00000187109.13,ENSG00000187109,NAP1L1,chr12,protein_coding,1,0,0,0
1566557,ENSG00000091039.16,ENSG00000091039,OSBPL8,chr12,protein_coding,1,0,0,0
1566989,ENSG00000186908.14,ENSG00000186908,ZDHHC17,chr12,protein_coding,1,0,0,0
1567827,ENSG00000067715.13,ENSG00000067715,SYT1,chr12,protein_coding,1,0,0,0
1568664,ENSG00000239473.1,ENSG00000239473,RPL7P38,chr12,processed_pseudogene,1,0,0,0
1569019,ENSG00000139304.12,ENSG00000139304,PTPRQ,chr12,protein_coding,1,0,0,0
1570832,ENSG00000072041.16,ENSG00000072041,SLC6A15,chr12,protein_coding,1,0,0,0
1571194,ENSG00000269916.1,ENSG00000269916,RP11-193M21.1,chr12,lincRNA,1,0,0,0
1571222,ENSG00000198774.4,ENSG00000198774,RASSF9,chr12,protein_coding,1,0,0,0
1572629,ENSG00000070961.15,ENSG00000070961,ATP2B1,chr12,protein_coding,1,0,0,0
1575126,ENSG00000180263.13,ENSG00000180263,FGD6,chr12,protein_coding,1,0,0,0
1575341,ENSG00000028203.17,ENSG00000028203,VEZT,chr12,protein_coding,1,0,0,0
1577156,ENSG00000111145.7,ENSG00000111145,ELK3,chr12,protein_coding,0,0,0,1
1578061,ENSG00000255794.6,ENSG00000255794,RMST,chr12,processed_transcript,1,0,0,0
1580475,ENSG00000179520.10,ENSG00000179520,SLC17A8,chr12,protein_coding,1,0,0,0
1581265,ENSG00000120805.13,ENSG00000120805,ARL1,chr12,protein_coding,1,0,0,0
1584207,ENSG00000166598.13,ENSG00000166598,HSP90B1,chr12,protein_coding,1,0,0,0
1584469,ENSG00000139372.14,ENSG00000139372,TDG,chr12,protein_coding,1,0,0,1
1587257,ENSG00000111785.18,ENSG00000111785,RIC8B,chr12,protein_coding,1,0,0,0
1587473,ENSG00000151135.9,ENSG00000151135,TMEM263,chr12,protein_coding,1,0,0,0
1588278,ENSG00000174600.13,ENSG00000174600,CMKLR1,chr12,protein_coding,0,1,0,0
1588821,ENSG00000183160.8,ENSG00000183160,TMEM119,chr12,protein_coding,0,0,1,0
1588858,ENSG00000110876.9,ENSG00000110876,SELPLG,chr12,protein_coding,1,0,1,0
1589886,ENSG00000256139.2,ENSG00000256139,RP11-968O1.5,chr12,sense_overlapping,1,0,0,0
1591613,ENSG00000255650.5,ENSG00000255650,FAM222A-AS1,chr12,antisense,1,0,0,0
1592981,ENSG00000174437.16,ENSG00000174437,ATP2A2,chr12,protein_coding,1,0,0,0
1593510,ENSG00000204856.11,ENSG00000204856,FAM216A,chr12,protein_coding,1,0,0,0
1594928,ENSG00000198324.13,ENSG00000198324,FAM109A,chr12,protein_coding,1,0,0,0
1596635,ENSG00000111300.9,ENSG00000111300,NAA25,chr12,protein_coding,1,0,0,0
1598901,ENSG00000123064.12,ENSG00000123064,DDX54,chr12,protein_coding,1,0,0,0
1599153,ENSG00000186815.12,ENSG00000186815,TPCN1,chr12,protein_coding,1,0,0,0
1601956,ENSG00000176871.8,ENSG00000176871,WSB2,chr12,protein_coding,1,0,0,0
1604573,ENSG00000111775.2,ENSG00000111775,COX6A1,chr12,protein_coding,1,0,0,0
1608284,ENSG00000139718.10,ENSG00000139718,SETD1B,chr12,protein_coding,1,0,0,0
1609079,ENSG00000176383.8,ENSG00000176383,B3GNT4,chr12,protein_coding,1,0,0,0
1612905,ENSG00000139697.12,ENSG00000139697,SBNO1,chr12,protein_coding,1,0,0,0
1614802,ENSG00000270048.1,ENSG00000270048,RP11-214K3.22,chr12,sense_intronic,1,0,1,0
1614811,ENSG00000270061.1,ENSG00000270061,RP11-214K3.19,chr12,sense_intronic,1,0,0,0
1614814,ENSG00000270095.1,ENSG00000270095,RP11-214K3.18,chr12,sense_intronic,1,1,0,0
1616835,ENSG00000181234.9,ENSG00000181234,TMEM132C,chr12,protein_coding,0,0,0,1
1617527,ENSG00000256064.1,ENSG00000256064,RP11-117L5.4,chr12,lincRNA,1,0,0,0
1618387,ENSG00000198598.6,ENSG00000198598,MMP17,chr12,protein_coding,1,0,0,0
1619073,ENSG00000208892.1,ENSG00000208892,SNORA49,chr12,snoRNA,1,0,0,0
1619083,ENSG00000185684.12,ENSG00000185684,EP400NL,chr12,protein_coding,1,0,0,0
1619398,ENSG00000182870.12,ENSG00000182870,GALNT9,chr12,protein_coding,1,0,0,0
1619563,ENSG00000112787.12,ENSG00000112787,FBRSL1,chr12,protein_coding,1,0,0,0
1620339,ENSG00000176894.9,ENSG00000176894,PXMP2,chr12,protein_coding,1,0,0,0
1621667,ENSG00000256223.5,ENSG00000256223,ZNF10,chr12,protein_coding,1,0,0,0
1622811,ENSG00000121390.18,ENSG00000121390,PSPC1,chr13,protein_coding,1,0,0,0
1623036,ENSG00000121741.16,ENSG00000121741,ZMYM2,chr13,protein_coding,1,0,0,0
1623315,ENSG00000165474.5,ENSG00000165474,GJB2,chr13,protein_coding,1,0,0,0
1623645,ENSG00000278291.1,ENSG00000278291,RP11-172H24.4,chr13,antisense,1,0,0,0
1623720,ENSG00000132953.16,ENSG00000132953,XPO4,chr13,protein_coding,1,0,0,0
1624075,ENSG00000173141.4,ENSG00000173141,MRPL57,chr13,protein_coding,1,0,0,0
1625017,ENSG00000182957.15,ENSG00000182957,SPATA13,chr13,protein_coding,1,0,0,0
1625258,ENSG00000240654.6,ENSG00000240654,C1QTNF9,chr13,protein_coding,1,0,0,0
1625989,ENSG00000139505.11,ENSG00000139505,MTMR6,chr13,protein_coding,1,0,0,0
1626542,ENSG00000180730.4,ENSG00000180730,SHISA2,chr13,protein_coding,1,0,0,0
1626657,ENSG00000132964.11,ENSG00000132964,CDK8,chr13,protein_coding,1,0,0,0
1626759,ENSG00000132970.12,ENSG00000132970,WASF3,chr13,protein_coding,1,0,0,0
1626882,ENSG00000152484.13,ENSG00000152484,USP12,chr13,protein_coding,1,0,0,0
1627308,ENSG00000139517.7,ENSG00000139517,LNX2,chr13,protein_coding,1,0,0,0
1628320,ENSG00000122042.9,ENSG00000122042,UBL3,chr13,protein_coding,1,0,0,0
1629154,ENSG00000187676.7,ENSG00000187676,B3GLCT,chr13,protein_coding,1,0,0,0
1629311,ENSG00000237637.1,ENSG00000237637,FRY-AS1,chr13,antisense,1,0,0,0
1630953,ENSG00000225179.1,ENSG00000225179,LINC00457,chr13,lincRNA,1,0,0,0
1630974,ENSG00000172915.18,ENSG00000172915,NBEA,chr13,protein_coding,1,0,0,0
1631559,ENSG00000133083.14,ENSG00000133083,DCLK1,chr13,protein_coding,1,0,0,0
1631818,ENSG00000242715.7,ENSG00000242715,CCDC169,chr13,protein_coding,1,0,0,0
1632554,ENSG00000102710.19,ENSG00000102710,SUPT20H,chr13,protein_coding,1,0,0,0
1633490,ENSG00000133107.14,ENSG00000133107,TRPC4,chr13,protein_coding,1,0,0,0
1634651,ENSG00000120690.14,ENSG00000120690,ELF1,chr13,protein_coding,1,0,0,0
